"","x","y","pval","Intersect","ADset_Size","not_ADset","pathway_Size","ratio_in","ratio_out","ratio_ratios","adj_pval_listWise"
"200","ADGeneList","Pathway.KEGG_Retinol metabolism",0.19300126249262,6,466,7547,67,0.0983606557377049,0.0609513714058566,1.61375623663578,0.307477501520105
"201","open_targets","Pathway.KEGG_Retinol metabolism",0.73178702954176,2,306,7707,67,0.0307692307692308,0.0394446606980667,0.780060728744939,1
"202","ADCL","Pathway.KEGG_Porphyrin and chlorophyll metabolism",1,0,40,7973,42,0,0.00501693214599273,0,1
"203","ADGeneList","Pathway.KEGG_Porphyrin and chlorophyll metabolism",0.445052892289897,3,466,7547,42,0.0769230769230769,0.0613488803498079,1.25386276790164,0.615498680826453
"204","open_targets","Pathway.KEGG_Porphyrin and chlorophyll metabolism",0.480607178044202,2,306,7707,42,0.05,0.0394446606980667,1.26759868421053,0.881920219345832
"205","ADCL","Pathway.KEGG_Terpenoid backbone biosynthesis",1,0,40,7973,22,0,0.00501693214599273,0,1
"206","ADGeneList","Pathway.KEGG_Terpenoid backbone biosynthesis",0.0358491243148703,4,466,7547,22,0.222222222222222,0.0612163773684908,3.63011063011063,0.0756556194956678
"207","open_targets","Pathway.KEGG_Terpenoid backbone biosynthesis",0.575881949768632,1,306,7707,22,0.0476190476190476,0.0395744128714156,1.20327868852459,0.979903841229348
"208","ADCL","Pathway.KEGG_Nitrogen metabolism",1,0,40,7973,17,0,0.00501693214599273,0,1
"209","ADGeneList","Pathway.KEGG_Nitrogen metabolism",0.639262954703642,1,466,7547,17,0.0625,0.061613886312442,1.01438172043011,0.811564297963608
"210","open_targets","Pathway.KEGG_Nitrogen metabolism",1,0,306,7707,17,0,0.0397041650447645,0,1
"211","ADCL","Pathway.KEGG_Sulfur metabolism",1,0,40,7973,10,0,0.00501693214599273,0,1
"212","ADGeneList","Pathway.KEGG_Sulfur metabolism",1,0,466,7547,10,0,0.0617463892937591,0,1
"213","open_targets","Pathway.KEGG_Sulfur metabolism",1,0,306,7707,10,0,0.0397041650447645,0,1
"214","ADCL","Pathway.KEGG_Aminoacyl-tRNA biosynthesis",1,0,40,7973,66,0,0.00501693214599273,0,1
"215","ADGeneList","Pathway.KEGG_Aminoacyl-tRNA biosynthesis",1,0,466,7547,66,0,0.0617463892937591,0,1
"216","open_targets","Pathway.KEGG_Aminoacyl-tRNA biosynthesis",0.92426221524956,1,306,7707,66,0.0153846153846154,0.0395744128714156,0.38875157629256,1
"217","ADCL","Pathway.KEGG_Metabolism of xenobiotics by cytochrome P450",1,0,40,7973,76,0,0.00501693214599273,0,1
"218","ADGeneList","Pathway.KEGG_Metabolism of xenobiotics by cytochrome P450",0.0121164664601171,10,466,7547,76,0.151515151515152,0.0604213594805883,2.50764221158958,0.0302911661502928
"219","open_targets","Pathway.KEGG_Metabolism of xenobiotics by cytochrome P450",0.948869045389472,1,306,7707,76,0.0133333333333333,0.0395744128714156,0.336918032786885,1
"220","ADCL","Pathway.KEGG_Drug metabolism - cytochrome P450",1,0,40,7973,72,0,0.00501693214599273,0,1
"221","ADGeneList","Pathway.KEGG_Drug metabolism - cytochrome P450",0.0229688572681682,9,466,7547,72,0.142857142857143,0.0605538624619054,2.35917474210691,0.0525695676912301
"222","open_targets","Pathway.KEGG_Drug metabolism - cytochrome P450",0.522752592821093,3,306,7707,72,0.0434782608695652,0.0393149085247178,1.10589754627637,0.938644158380416
"223","ADCL","Pathway.KEGG_Drug metabolism - other enzymes",1,0,40,7973,79,0,0.00501693214599273,0,1
"224","ADGeneList","Pathway.KEGG_Drug metabolism - other enzymes",0.0872500187665517,8,466,7547,79,0.112676056338028,0.0606863654432225,1.85669475367489,0.158414838542622
"225","open_targets","Pathway.KEGG_Drug metabolism - other enzymes",0.954558512751288,1,306,7707,79,0.0128205128205128,0.0395744128714156,0.323959646910467,1
"226","ADCL","Pathway.KEGG_Biosynthesis of unsaturated fatty acids",1,0,40,7973,27,0,0.00501693214599273,0,1
"227","ADGeneList","Pathway.KEGG_Biosynthesis of unsaturated fatty acids",0.802184066031354,1,466,7547,27,0.0384615384615385,0.061613886312442,0.624234904880066,0.944600802391993
"228","open_targets","Pathway.KEGG_Biosynthesis of unsaturated fatty acids",0.651117798955858,1,306,7707,27,0.0384615384615385,0.0395744128714156,0.9718789407314,1
"229","ADCL","Pathway.KEGG_Metabolic pathways",0.997327004234038,2,40,7973,1489,0.00134498991257566,0.00476608553869309,0.282200120341203,1
"230","ADGeneList","Pathway.KEGG_Metabolic pathways",0.731730307702885,82,466,7547,1489,0.0582800284292822,0.0508811448257586,1.14541503790571,0.90768072520396
"231","open_targets","Pathway.KEGG_Metabolic pathways",0.999797215534152,35,306,7707,1489,0.0240715268225585,0.0351628389775529,0.684572904876229,1
"232","ADCL","Pathway.KEGG_Carbon metabolism",1,0,40,7973,117,0,0.00501693214599273,0,1
"233","ADGeneList","Pathway.KEGG_Carbon metabolism",0.370917592946351,8,466,7547,117,0.073394495412844,0.0606863654432225,1.20940667441208,0.533399193396301
"234","open_targets","Pathway.KEGG_Carbon metabolism",0.941933304463265,2,306,7707,117,0.0173913043478261,0.0394446606980667,0.440903890160183,1
"235","ADCL","Pathway.KEGG_2-Oxocarboxylic acid metabolism",1,0,40,7973,18,0,0.00501693214599273,0,1
"236","ADGeneList","Pathway.KEGG_2-Oxocarboxylic acid metabolism",1,0,466,7547,18,0,0.0617463892937591,0,1
"237","open_targets","Pathway.KEGG_2-Oxocarboxylic acid metabolism",1,0,306,7707,18,0,0.0397041650447645,0,1
"238","ADCL","Pathway.KEGG_Fatty acid metabolism",1,0,40,7973,57,0,0.00501693214599273,0,1
"239","ADGeneList","Pathway.KEGG_Fatty acid metabolism",0.425202150839081,4,466,7547,57,0.0754716981132075,0.0612163773684908,1.23286776116965,0.598228134297408
"240","open_targets","Pathway.KEGG_Fatty acid metabolism",0.89218198932567,1,306,7707,57,0.0178571428571429,0.0395744128714156,0.451229508196721,1
"241","ADCL","Pathway.KEGG_Biosynthesis of amino acids",1,0,40,7973,75,0,0.00501693214599273,0,1
"242","ADGeneList","Pathway.KEGG_Biosynthesis of amino acids",0.443797137625782,5,466,7547,75,0.0714285714285714,0.0610838743871737,1.16935233963434,0.615498680826453
"243","open_targets","Pathway.KEGG_Biosynthesis of amino acids",0.786920604388924,2,306,7707,75,0.0273972602739726,0.0394446606980667,0.69457462148522,1
"244","ADCL","Pathway.KEGG_EGFR tyrosine kinase inhibitor resistance",1,0,40,7973,79,0,0.00501693214599273,0,1
"245","ADGeneList","Pathway.KEGG_EGFR tyrosine kinase inhibitor resistance",7.9552040682283e-08,19,466,7547,79,0.316666666666667,0.0592288326487346,5.34649515287099,7.15470390107601e-07
"246","open_targets","Pathway.KEGG_EGFR tyrosine kinase inhibitor resistance",0.00079144509661612,10,306,7707,79,0.144927536231884,0.0384066433112755,3.7735017626322,0.00918641630000854
"247","ADCL","Pathway.KEGG_Endocrine resistance",1,0,40,7973,98,0,0.00501693214599273,0,1
"248","ADGeneList","Pathway.KEGG_Endocrine resistance",4.23773245582934e-05,17,466,7547,98,0.209876543209877,0.0594938386113688,3.52770216393082,0.000207323701757767
"249","open_targets","Pathway.KEGG_Endocrine resistance",0.0803578526150079,7,306,7707,98,0.0769230769230769,0.0387958998313222,1.98276305634165,0.287066514356433
"250","ADCL","Pathway.KEGG_Antifolate resistance",1,0,40,7973,31,0,0.00501693214599273,0,1
"251","ADGeneList","Pathway.KEGG_Antifolate resistance",0.00166742602840526,7,466,7547,31,0.291666666666667,0.0608188684245396,4.79566085693537,0.00511239112482745
"252","open_targets","Pathway.KEGG_Antifolate resistance",0.33289356862775,2,306,7707,31,0.0689655172413793,0.0394446606980667,1.74841197822142,0.702033258104658
"253","ADCL","Pathway.KEGG_Platinum drug resistance",1,0,40,7973,73,0,0.00501693214599273,0,1
"254","ADGeneList","Pathway.KEGG_Platinum drug resistance",0.0009281425289398,12,466,7547,73,0.19672131147541,0.0601563535179542,3.27016682313859,0.00315341758483871
"255","open_targets","Pathway.KEGG_Platinum drug resistance",0.532122892216905,3,306,7707,73,0.0428571428571429,0.0393149085247178,1.09009900990099,0.94430906111519
"256","ADCL","Pathway.KEGG_ABC transporters",0.20213802947392,1,40,7973,45,0.0227272727272727,0.00489150884234291,4.6462703962704,1
"257","ADGeneList","Pathway.KEGG_ABC transporters",0.0142729929541404,7,466,7547,45,0.184210526315789,0.0608188684245396,3.02883843595918,0.0341082552212915
"258","open_targets","Pathway.KEGG_ABC transporters",0.0915854572629502,4,306,7707,45,0.0975609756097561,0.0391851563513689,2.48974317557745,0.313318669583777
"259","ADCL","Pathway.KEGG_Ribosome biogenesis in eukaryotes",1,0,40,7973,105,0,0.00501693214599273,0,1
"260","ADGeneList","Pathway.KEGG_Ribosome biogenesis in eukaryotes",1,0,466,7547,105,0,0.0617463892937591,0,1
"261","open_targets","Pathway.KEGG_Ribosome biogenesis in eukaryotes",1,0,306,7707,105,0,0.0397041650447645,0,1
"262","ADCL","Pathway.KEGG_Ribosome",1,0,40,7973,153,0,0.00501693214599273,0,1
"263","ADGeneList","Pathway.KEGG_Ribosome",1,0,466,7547,153,0,0.0617463892937591,0,1
"264","open_targets","Pathway.KEGG_Ribosome",0.98243691234629,2,306,7707,153,0.0132450331125828,0.0394446606980667,0.335787730916696,1
"265","ADCL","Pathway.KEGG_RNA transport",1,0,40,7973,179,0,0.00501693214599273,0,1
"266","ADGeneList","Pathway.KEGG_RNA transport",0.999760817593684,2,466,7547,179,0.0112994350282486,0.0614813833311249,0.18378628482369,1
"267","open_targets","Pathway.KEGG_RNA transport",0.999132362526228,1,306,7707,179,0.00561797752808989,0.0395744128714156,0.141959845275373,1
"268","ADCL","Pathway.KEGG_mRNA surveillance pathway",1,0,40,7973,91,0,0.00501693214599273,0,1
"269","ADGeneList","Pathway.KEGG_mRNA surveillance pathway",1,0,466,7547,91,0,0.0617463892937591,0,1
"270","open_targets","Pathway.KEGG_mRNA surveillance pathway",0.971664601384984,1,306,7707,91,0.0111111111111111,0.0395744128714156,0.280765027322404,1
"271","ADCL","Pathway.KEGG_RNA degradation",1,0,40,7973,79,0,0.00501693214599273,0,1
"272","ADGeneList","Pathway.KEGG_RNA degradation",0.949072636082068,2,466,7547,79,0.025974025974026,0.0614813833311249,0.422469771607703,1
"273","open_targets","Pathway.KEGG_RNA degradation",0.954558512751288,1,306,7707,79,0.0128205128205128,0.0395744128714156,0.323959646910467,1
"274","ADCL","Pathway.KEGG_RNA polymerase",1,0,40,7973,31,0,0.00501693214599273,0,1
"275","ADGeneList","Pathway.KEGG_RNA polymerase",1,0,466,7547,31,0,0.0617463892937591,0,1
"276","open_targets","Pathway.KEGG_RNA polymerase",1,0,306,7707,31,0,0.0397041650447645,0,1
"277","ADCL","Pathway.KEGG_Basal transcription factors",1,0,40,7973,45,0,0.00501693214599273,0,1
"278","ADGeneList","Pathway.KEGG_Basal transcription factors",0.933051859904427,1,466,7547,45,0.0227272727272727,0.061613886312442,0.368866080156403,1
"279","open_targets","Pathway.KEGG_Basal transcription factors",1,0,306,7707,45,0,0.0397041650447645,0,1
"280","ADCL","Pathway.KEGG_DNA replication",1,0,40,7973,36,0,0.00501693214599273,0,1
"281","ADGeneList","Pathway.KEGG_DNA replication",0.627803014388847,2,466,7547,36,0.0588235294117647,0.0614813833311249,0.956769776876268,0.806466322831523
"282","open_targets","Pathway.KEGG_DNA replication",0.754592415672131,1,306,7707,36,0.0285714285714286,0.0395744128714156,0.721967213114754,1
"283","ADCL","Pathway.KEGG_Spliceosome",1,0,40,7973,149,0,0.00501693214599273,0,1
"284","ADGeneList","Pathway.KEGG_Spliceosome",0.993422088259888,3,466,7547,149,0.0205479452054795,0.0613488803498079,0.334935944850439,1
"285","open_targets","Pathway.KEGG_Spliceosome",0.979887068868381,2,306,7707,149,0.0136054421768707,0.0394446606980667,0.344924812030075,1
"286","ADCL","Pathway.KEGG_Proteasome",1,0,40,7973,45,0,0.00501693214599273,0,1
"287","ADGeneList","Pathway.KEGG_Proteasome",0.745939705059141,2,466,7547,45,0.0465116279069767,0.0614813833311249,0.756515637530072,0.914424820155155
"288","open_targets","Pathway.KEGG_Proteasome",1,0,306,7707,45,0,0.0397041650447645,0,1
"289","ADCL","Pathway.KEGG_Protein export",1,0,40,7973,23,0,0.00501693214599273,0,1
"290","ADGeneList","Pathway.KEGG_Protein export",1,0,466,7547,23,0,0.0617463892937591,0,1
"291","open_targets","Pathway.KEGG_Protein export",1,0,306,7707,23,0,0.0397041650447645,0,1
"292","ADCL","Pathway.KEGG_PPAR signaling pathway",1,0,40,7973,76,0,0.00501693214599273,0,1
"293","ADGeneList","Pathway.KEGG_PPAR signaling pathway",1.06735426709342e-09,21,466,7547,76,0.381818181818182,0.0589638266861004,6.47546475995914,1.57677334911528e-08
"294","open_targets","Pathway.KEGG_PPAR signaling pathway",0.000580082454226534,10,306,7707,76,0.151515151515152,0.0384066433112755,3.94502457002457,0.00785528323431764
"295","ADCL","Pathway.KEGG_Base excision repair",1,0,40,7973,33,0,0.00501693214599273,0,1
"296","ADGeneList","Pathway.KEGG_Base excision repair",0.122456758265082,4,466,7547,33,0.137931034482759,0.0612163773684908,2.25317211524108,0.211693864022083
"297","open_targets","Pathway.KEGG_Base excision repair",0.724045308654236,1,306,7707,33,0.03125,0.0395744128714156,0.789651639344262,1
"298","ADCL","Pathway.KEGG_Nucleotide excision repair",1,0,40,7973,47,0,0.00501693214599273,0,1
"299","ADGeneList","Pathway.KEGG_Nucleotide excision repair",0.767371415866923,2,466,7547,47,0.0444444444444444,0.0614813833311249,0.722892720306514,0.934066330175094
"300","open_targets","Pathway.KEGG_Nucleotide excision repair",0.266682567970814,3,306,7707,47,0.0681818181818182,0.0393149085247178,1.73424842484248,0.61657607685758
"301","ADCL","Pathway.KEGG_Mismatch repair",1,0,40,7973,23,0,0.00501693214599273,0,1
"302","ADGeneList","Pathway.KEGG_Mismatch repair",0.390093587703786,2,466,7547,23,0.0952380952380952,0.0614813833311249,1.54905582922824,0.556054456156713
"303","open_targets","Pathway.KEGG_Mismatch repair",1,0,306,7707,23,0,0.0397041650447645,0,1
"304","ADCL","Pathway.KEGG_Homologous recombination",1,0,40,7973,41,0,0.00501693214599273,0,1
"305","ADGeneList","Pathway.KEGG_Homologous recombination",1,0,466,7547,41,0,0.0617463892937591,0,1
"306","open_targets","Pathway.KEGG_Homologous recombination",1,0,306,7707,41,0,0.0397041650447645,0,1
"307","ADCL","Pathway.KEGG_Non-homologous end-joining",1,0,40,7973,13,0,0.00501693214599273,0,1
"308","ADGeneList","Pathway.KEGG_Non-homologous end-joining",1,0,466,7547,13,0,0.0617463892937591,0,1
"309","open_targets","Pathway.KEGG_Non-homologous end-joining",1,0,306,7707,13,0,0.0397041650447645,0,1
"310","ADCL","Pathway.KEGG_Fanconi anemia pathway",1,0,40,7973,54,0,0.00501693214599273,0,1
"311","ADGeneList","Pathway.KEGG_Fanconi anemia pathway",1,0,466,7547,54,0,0.0617463892937591,0,1
"312","open_targets","Pathway.KEGG_Fanconi anemia pathway",1,0,306,7707,54,0,0.0397041650447645,0,1
"313","ADCL","Pathway.KEGG_MAPK signaling pathway",0.436328641643219,2,40,7973,295,0.0068259385665529,0.00476608553869309,1.43218968924017,1
"314","ADGeneList","Pathway.KEGG_MAPK signaling pathway",4.38792312808009e-11,48,466,7547,295,0.194331983805668,0.0553862461905393,3.50866861670186,8.91296885391267e-10
"315","open_targets","Pathway.KEGG_MAPK signaling pathway",0.00199267387468357,22,306,7707,295,0.0805860805860806,0.0368496172310886,2.18689057421452,0.0179894169242266
"316","ADCL","Pathway.KEGG_ErbB signaling pathway",1,0,40,7973,85,0,0.00501693214599273,0,1
"317","ADGeneList","Pathway.KEGG_ErbB signaling pathway",0.00353055181202248,12,466,7547,85,0.164383561643836,0.0601563535179542,2.73260515358156,0.0103372012514172
"318","open_targets","Pathway.KEGG_ErbB signaling pathway",0.10558495420082,6,306,7707,85,0.0759493670886076,0.0389256520046711,1.95113924050633,0.339753565497688
"319","ADCL","Pathway.KEGG_Ras signaling pathway",1,0,40,7973,232,0,0.00501693214599273,0,1
"320","ADGeneList","Pathway.KEGG_Ras signaling pathway",4.79172976852484e-08,36,466,7547,232,0.183673469387755,0.0569762819663442,3.22368296155672,4.86660054615804e-07
"321","open_targets","Pathway.KEGG_Ras signaling pathway",0.00746012325362408,17,306,7707,232,0.0790697674418605,0.0374983780978331,2.10861833105335,0.057727144224472
"322","ADCL","Pathway.KEGG_Rap1 signaling pathway",1,0,40,7973,210,0,0.00501693214599273,0,1
"323","ADGeneList","Pathway.KEGG_Rap1 signaling pathway",0.00110535634236731,24,466,7547,210,0.129032258064516,0.0585663177421492,2.20318201722376,0.00362869506332703
"324","open_targets","Pathway.KEGG_Rap1 signaling pathway",0.000407854377101059,19,306,7707,210,0.0994764397905759,0.0372388737511353,2.67130634657132,0.00631203202656401
"325","ADCL","Pathway.KEGG_Calcium signaling pathway",0.623801059388421,1,40,7973,193,0.00520833333333333,0.00489150884234291,1.0647702991453,1
"326","ADGeneList","Pathway.KEGG_Calcium signaling pathway",1.72837639936715e-05,27,466,7547,193,0.162650602409639,0.058168808798198,2.79618245190328,9.06003757732778e-05
"327","open_targets","Pathway.KEGG_Calcium signaling pathway",1.66639783469357e-08,26,306,7707,193,0.155688622754491,0.036330608537693,4.28532934131737,4.51316080229509e-07
"328","ADCL","Pathway.KEGG_cGMP-PKG signaling pathway",0.570242336316407,1,40,7973,167,0.00602409638554217,0.00489150884234291,1.23154155081866,1
"329","ADGeneList","Pathway.KEGG_cGMP-PKG signaling pathway",0.00159647770017562,20,466,7547,167,0.136054421768707,0.0590963296674175,2.30224825356151,0.00503742963647646
"330","open_targets","Pathway.KEGG_cGMP-PKG signaling pathway",0.000621427518806297,16,306,7707,167,0.105960264900662,0.037628130271182,2.81598538479105,0.00805739971579872
"331","ADCL","Pathway.KEGG_cAMP signaling pathway",1,0,40,7973,216,0,0.00501693214599273,0,1
"332","ADGeneList","Pathway.KEGG_cAMP signaling pathway",0.000127274291858703,27,466,7547,216,0.142857142857143,0.058168808798198,2.45590628050765,0.000537196686416602
"333","open_targets","Pathway.KEGG_cAMP signaling pathway",5.8357306397324e-10,30,306,7707,216,0.161290322580645,0.0358115998442974,4.50385694249649,2.10734717545892e-08
"334","ADCL","Pathway.KEGG_Cytokine-cytokine receptor interaction",1,0,40,7973,294,0,0.00501693214599273,0,1
"335","ADGeneList","Pathway.KEGG_Cytokine-cytokine receptor interaction",8.25084586144944e-13,51,466,7547,294,0.209876543209877,0.0549887372465881,3.81671872675889,2.68152490497107e-11
"336","open_targets","Pathway.KEGG_Cytokine-cytokine receptor interaction",0.79778709133127,9,306,7707,294,0.0315789473684211,0.0385363954846244,0.819457735247209,1
"337","ADCL","Pathway.KEGG_Viral protein interaction with cytokine and cytokine receptor",1,0,40,7973,100,0,0.00501693214599273,0,1
"338","ADGeneList","Pathway.KEGG_Viral protein interaction with cytokine and cytokine receptor",9.04960225836343e-07,20,466,7547,100,0.25,0.0590963296674175,4.23038116591928,6.02169795179973e-06
"339","open_targets","Pathway.KEGG_Viral protein interaction with cytokine and cytokine receptor",0.534624206908292,4,306,7707,100,0.0416666666666667,0.0391851563513689,1.06332781456954,0.94430906111519
"340","ADCL","Pathway.KEGG_Chemokine signaling pathway",0.616006972769637,1,40,7973,189,0.00531914893617021,0.00489150884234291,1.08742498636116,1
"341","ADGeneList","Pathway.KEGG_Chemokine signaling pathway",0.0263181856813085,18,466,7547,189,0.105263157894737,0.0593613356300517,1.77326127819549,0.0592153020713364
"342","open_targets","Pathway.KEGG_Chemokine signaling pathway",0.0578266776416769,12,306,7707,189,0.0677966101694915,0.0381471389645777,1.7772397094431,0.244073639396688
"343","ADCL","Pathway.KEGG_NF-kappa B signaling pathway",1,0,40,7973,102,0,0.00501693214599273,0,1
"344","ADGeneList","Pathway.KEGG_NF-kappa B signaling pathway",7.74052567505812e-11,26,466,7547,102,0.342105263157895,0.058301311779515,5.86788277511962,1.39759491355216e-09
"345","open_targets","Pathway.KEGG_NF-kappa B signaling pathway",0.194262708263124,6,306,7707,102,0.0625,0.0389256520046711,1.605625,0.501074445916789
"346","ADCL","Pathway.KEGG_HIF-1 signaling pathway",1,0,40,7973,109,0,0.00501693214599273,0,1
"347","ADGeneList","Pathway.KEGG_HIF-1 signaling pathway",1.15850644794949e-11,28,466,7547,109,0.345679012345679,0.0580363058168809,5.95625458030329,3.13762162986319e-10
"348","open_targets","Pathway.KEGG_HIF-1 signaling pathway",0.122785271480855,7,306,7707,109,0.0686274509803922,0.0387958998313222,1.76893566791265,0.373061966244335
"349","ADCL","Pathway.KEGG_FoxO signaling pathway",1,0,40,7973,131,0,0.00501693214599273,0,1
"350","ADGeneList","Pathway.KEGG_FoxO signaling pathway",4.0932897838581e-07,24,466,7547,131,0.224299065420561,0.0585663177421492,3.82983042246374,3.02345268125882e-06
"351","open_targets","Pathway.KEGG_FoxO signaling pathway",0.564819092284166,5,306,7707,131,0.0396825396825397,0.03905540417802,1.01605758582503,0.976415984001883
"352","ADCL","Pathway.KEGG_Phosphatidylinositol signaling system",0.392556996981405,1,40,7973,99,0.0102040816326531,0.00489150884234291,2.08608058608059,1
"353","ADGeneList","Pathway.KEGG_Phosphatidylinositol signaling system",0.835712837212781,4,466,7547,99,0.0421052631578947,0.0612163773684908,0.687810435178856,0.970023828907693
"354","open_targets","Pathway.KEGG_Phosphatidylinositol signaling system",0.897020591566783,2,306,7707,99,0.0206185567010309,0.0394446606980667,0.522721106890939,1
"355","ADCL","Pathway.KEGG_Sphingolipid signaling pathway",1,0,40,7973,119,0,0.00501693214599273,0,1
"356","ADGeneList","Pathway.KEGG_Sphingolipid signaling pathway",0.0434008152263334,12,466,7547,119,0.11214953271028,0.0601563535179542,1.86430071225658,0.0887123581670336
"357","open_targets","Pathway.KEGG_Sphingolipid signaling pathway",0.0153642810893528,10,306,7707,119,0.0917431192660551,0.0384066433112755,2.38873047359286,0.101905946000809
"358","ADCL","Pathway.KEGG_Phospholipase D signaling pathway",0.526472497528405,1,40,7973,148,0.00680272108843537,0.00489150884234291,1.39072039072039,1
"359","ADGeneList","Pathway.KEGG_Phospholipase D signaling pathway",0.00226367640237673,18,466,7547,148,0.138461538461538,0.0593613356300517,2.3325206043956,0.00674949386029758
"360","open_targets","Pathway.KEGG_Phospholipase D signaling pathway",0.00423614826695146,13,306,7707,148,0.0962962962962963,0.0380173867912288,2.53295411452408,0.0353012355579288
"361","ADCL","Pathway.KEGG_Neuroactive ligand-receptor interaction",1,0,40,7973,340,0,0.00501693214599273,0,1
"362","ADGeneList","Pathway.KEGG_Neuroactive ligand-receptor interaction",2.21756375849077e-10,51,466,7547,340,0.176470588235294,0.0549887372465881,3.20921332388377,3.6035411075475e-09
"363","open_targets","Pathway.KEGG_Neuroactive ligand-receptor interaction",2.07621918118437e-32,69,306,7707,340,0.254612546125461,0.0307512650836902,8.27974216451025,3.37385616942461e-30
"364","ADCL","Pathway.KEGG_Cell cycle",1,0,40,7973,124,0,0.00501693214599273,0,1
"365","ADGeneList","Pathway.KEGG_Cell cycle",0.184151370588701,10,466,7547,124,0.087719298245614,0.0604213594805883,1.45179285934134,0.297757191250388
"366","open_targets","Pathway.KEGG_Cell cycle",0.0199691852983521,10,306,7707,124,0.087719298245614,0.0384066433112755,2.28396159317212,0.119291911761316
"367","ADCL","Pathway.KEGG_Oocyte meiosis",1,0,40,7973,128,0,0.00501693214599273,0,1
"368","ADGeneList","Pathway.KEGG_Oocyte meiosis",0.327287437351801,9,466,7547,128,0.0756302521008403,0.0605538624619054,1.24897486346836,0.483492805178796
"369","open_targets","Pathway.KEGG_Oocyte meiosis",0.116101870799052,8,306,7707,128,0.0666666666666667,0.0386661476579733,1.7241610738255,0.362818346247039
"370","ADCL","Pathway.KEGG_p53 signaling pathway",1,0,40,7973,72,0,0.00501693214599273,0,1
"371","ADGeneList","Pathway.KEGG_p53 signaling pathway",0.0565291394339189,8,466,7547,72,0.125,0.0606863654432225,2.05977074235808,0.110011798299543
"372","open_targets","Pathway.KEGG_p53 signaling pathway",0.94016412104882,1,306,7707,72,0.0140845070422535,0.0395744128714156,0.355899330408682,1
"373","ADCL","Pathway.KEGG_Ubiquitin mediated proteolysis",1,0,40,7973,136,0,0.00501693214599273,0,1
"374","ADGeneList","Pathway.KEGG_Ubiquitin mediated proteolysis",0.903871938931365,5,466,7547,136,0.0381679389312977,0.0610838743871737,0.624844761636668,1
"375","open_targets","Pathway.KEGG_Ubiquitin mediated proteolysis",0.418839515982086,6,306,7707,136,0.0461538461538462,0.0389256520046711,1.18569230769231,0.803862522861889
"376","ADCL","Pathway.KEGG_SNARE interactions in vesicular transport",1,0,40,7973,33,0,0.00501693214599273,0,1
"377","ADGeneList","Pathway.KEGG_SNARE interactions in vesicular transport",0.122456758265082,4,466,7547,33,0.137931034482759,0.0612163773684908,2.25317211524108,0.211693864022083
"378","open_targets","Pathway.KEGG_SNARE interactions in vesicular transport",1,0,306,7707,33,0,0.0397041650447645,0,1
"379","ADCL","Pathway.KEGG_Autophagy - other",1,0,40,7973,32,0,0.00501693214599273,0,1
"380","ADGeneList","Pathway.KEGG_Autophagy - other",0.85355645548092,1,466,7547,32,0.032258064516129,0.061613886312442,0.523551855705862,0.987209423598929
"381","open_targets","Pathway.KEGG_Autophagy - other",1,0,306,7707,32,0,0.0397041650447645,0,1
"382","ADCL","Pathway.KEGG_Mitophagy - animal",0.278623897551353,1,40,7973,65,0.015625,0.00489150884234291,3.1943108974359,1
"383","ADGeneList","Pathway.KEGG_Mitophagy - animal",0.979971480669491,1,466,7547,65,0.015625,0.061613886312442,0.253595430107527,1
"384","open_targets","Pathway.KEGG_Mitophagy - animal",0.235938605153507,4,306,7707,65,0.0655737704918033,0.0391851563513689,1.67343393768321,0.563823872609485
"385","ADCL","Pathway.KEGG_Autophagy - animal",0.148976921779115,2,40,7973,137,0.0148148148148148,0.00476608553869309,3.1083820662768,1
"386","ADGeneList","Pathway.KEGG_Autophagy - animal",0.013122878619202,15,466,7547,137,0.122950819672131,0.0597588445740029,2.05744974737378,0.0318278772480645
"387","open_targets","Pathway.KEGG_Autophagy - animal",0.900089393737333,3,306,7707,137,0.0223880597014925,0.0393149085247178,0.569454706664696,1
"388","ADCL","Pathway.KEGG_Protein processing in endoplasmic reticulum",0.568040426934141,1,40,7973,166,0.00606060606060606,0.00489150884234291,1.23900543900544,1
"389","ADGeneList","Pathway.KEGG_Protein processing in endoplasmic reticulum",0.968531665813459,5,466,7547,166,0.031055900621118,0.0610838743871737,0.508414060710581,1
"390","open_targets","Pathway.KEGG_Protein processing in endoplasmic reticulum",0.766075304572624,5,306,7707,166,0.031055900621118,0.03905540417802,0.795175501950022,1
"391","ADCL","Pathway.KEGG_Lysosome",0.462209423830998,1,40,7973,123,0.00819672131147541,0.00489150884234291,1.67570407734342,1
"392","ADGeneList","Pathway.KEGG_Lysosome",0.728316167846114,6,466,7547,123,0.0512820512820513,0.0609513714058566,0.841360089186176,0.906907105555506
"393","open_targets","Pathway.KEGG_Lysosome",0.952226754023719,2,306,7707,123,0.0165289256198347,0.0394446606980667,0.419040887342323,1
"394","ADCL","Pathway.KEGG_Endocytosis",0.126815881221718,3,40,7973,249,0.0121951219512195,0.00464066223504327,2.62788398154252,1
"395","ADGeneList","Pathway.KEGG_Endocytosis",0.0879898726551436,20,466,7547,249,0.0873362445414847,0.0590963296674175,1.47786241604167,0.15887060340512
"396","open_targets","Pathway.KEGG_Endocytosis",0.615798252925903,9,306,7707,249,0.0375,0.0385363954846244,0.973106060606061,1
