target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
ACD,ENSG00000102977,0.04905662551381718,0.0,0.0,0.0,0.0,0.018626502055268723,0.0444,0.0,ACD shelterin complex subunit and telomerase recruitment factor
KCNU1,ENSG00000215262,0.048982542008161545,0.048982542008161545,0.0,0.0,0.0,0.0,0.0,0.0,potassium calcium-activated channel subfamily U member 1
SLC40A1,ENSG00000138449,0.048937477248476316,0.0,0.0,0.0,0.0,0.01984590899390528,0.043975999999999994,0.0,solute carrier family 40 member 1
PGRMC1,ENSG00000101856,0.04893253013892112,0.0,0.0,0.0,0.0,0.01842981216566179,0.044325077097505675,0.0,progesterone receptor membrane component 1
POC1B-GALNT4,ENSG00000259075,0.048913005739450455,0.048913005739450455,0.0,0.0,0.0,0.0,0.0,0.0,POC1B-GALNT4 readthrough
GALNT4,ENSG00000257594,0.048913005739450455,0.048913005739450455,0.0,0.0,0.0,0.0,0.0,0.0,polypeptide N-acetylgalactosaminyltransferase 4
SLC17A7,ENSG00000104888,0.04879490881725239,0.0,0.0,0.0,0.0,0.013717694225925628,0.04536548526077098,0.0,solute carrier family 17 member 7
CTF1,ENSG00000150281,0.04868623438347131,0.01714493753388524,0.0,0.0,0.0,0.0,0.0444,0.0,cardiotrophin 1
CPE,ENSG00000109472,0.04864241723839766,0.0,0.0,0.0,0.0,0.014408335620257302,0.045040333333333335,0.0,carboxypeptidase E
FUS,ENSG00000089280,0.0486013196750116,0.027358793653547764,0.0,0.0,0.0,0.0,0.04176162126162466,0.0,FUS RNA binding protein
SLC4A9,ENSG00000113073,0.048585690557956696,0.048585690557956696,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 4 member 9
RBMS3,ENSG00000144642,0.04855993330871288,0.0,0.0,0.0,0.0,0.04855993330871288,0.0,0.0,RNA binding motif single stranded interacting protein 3
CEBPB,ENSG00000172216,0.04855262880759342,0.0,0.0,0.0,0.0,0.021547116137403143,0.043165849773242636,0.0,CCAAT enhancer binding protein beta
MYBPC3,ENSG00000134571,0.04853731254115701,0.04853731254115701,0.0,0.0,0.0,0.0,0.0,0.0,myosin binding protein C3
TNS1,ENSG00000079308,0.04843366953074987,0.0,0.0,0.0,0.0,0.04843366953074987,0.0,0.0,tensin 1
PLPBP,ENSG00000147471,0.04841782225098712,0.04386978968977928,0.0,0.0,0.0,0.018192130244831364,0.0,0.0,pyridoxal phosphate binding protein
ARHGAP30,ENSG00000186517,0.04835858568549156,0.04835858568549156,0.0,0.0,0.0,0.0,0.0,0.0,Rho GTPase activating protein 30
TSC2,ENSG00000103197,0.048153595535271126,0.0,0.0,0.0,0.0,0.022714382141084517,0.042475,0.0,TSC complex subunit 2
MSI2,ENSG00000153944,0.04811777602147506,0.0,0.0,0.0,0.0,0.04811777602147506,0.0,0.0,musashi RNA binding protein 2
SNX27,ENSG00000143376,0.04807874079162842,0.0,0.0,0.0,0.0,0.014681629833180339,0.044408333333333334,0.0,sorting nexin 27
AEBP1,ENSG00000106624,0.04805865248236911,0.0,0.0,0.0,0.0,0.009834609929476424,0.0456,0.0,AE binding protein 1
NASP,ENSG00000132780,0.04800669477726941,0.0,0.0,0.0,0.0,0.04440669477726941,0.014400000000000003,0.0,nuclear autoantigenic sperm protein
TSC22D4,ENSG00000166925,0.047914398523668446,0.047914398523668446,0.0,0.0,0.0,0.0,0.0,0.0,TSC22 domain family member 4
ACACB,ENSG00000076555,0.04790492108663082,0.0,0.0,0.0,0.0,0.04790492108663082,0.0,0.0,acetyl-CoA carboxylase beta
NMNAT2,ENSG00000157064,0.047843753020781726,0.0,0.0,0.0,0.0,0.04234375302078173,0.022000000000000002,0.0,nicotinamide nucleotide adenylyltransferase 2
SDF2L1,ENSG00000128228,0.04776545986533165,0.04776545986533165,0.0,0.0,0.0,0.0,0.0,0.0,stromal cell derived factor 2 like 1
TMEFF2,ENSG00000144339,0.047682579617936253,0.0,0.0,0.0,0.0,0.013930318471745,0.0442,0.0,transmembrane protein with EGF like and two follistatin like domains 2
ERBIN,ENSG00000112851,0.04766708778748899,0.0,0.0,0.0,0.0,0.04766708778748899,0.0,0.0,erbb2 interacting protein
PMP2,ENSG00000147588,0.04762058218035948,0.0,0.0,0.0,0.0,0.04762058218035948,0.0,0.0,peripheral myelin protein 2
F3,ENSG00000117525,0.04754258575947532,0.0,0.0,0.0,0.0,0.02057034303790132,0.04239999999999999,0.0,"coagulation factor III, tissue factor"
BCR,ENSG00000186716,0.04752127765496541,0.0,0.0,0.0,0.0,0.00537399950875052,0.046177777777777776,0.0,BCR activator of RhoGEF and GTPase
SARS1,ENSG00000031698,0.047465063135477235,0.0,0.0,0.0,0.0,0.025489585875242297,0.04109266666666666,0.0,seryl-tRNA synthetase 1
PSMB9,ENSG00000240065,0.047450590242818,0.01860236097127199,0.0,0.0,0.0,0.0,0.042800000000000005,0.0,proteasome 20S subunit beta 9
DNM1,ENSG00000106976,0.047437620570183,0.0,0.0,0.0,0.0,0.03073537116962089,0.03975377777777778,0.0,dynamin 1
ZFP36L1,ENSG00000185650,0.04738469531915105,0.0,0.0,0.0,0.0,0.04738469531915105,0.0,0.0,ZFP36 ring finger protein like 1
PDE4D,ENSG00000113448,0.047214966758490705,0.0043138148797677665,0.0,0.0,0.0,0.0,0.046136513038548765,0.0,phosphodiesterase 4D
CHGB,ENSG00000089199,0.04710425088147347,0.0,0.0,0.0,0.0,0.03545078130367164,0.03824155555555556,0.0,chromogranin B
RAPSN,ENSG00000165917,0.047093255212530494,0.047093255212530494,0.0,0.0,0.0,0.0,0.0,0.0,receptor associated protein of the synapse
PLEKHA3,ENSG00000116095,0.04706822708249092,0.04706822708249092,0.0,0.0,0.0,0.0,0.0,0.0,pleckstrin homology domain containing A3
ZNF594,ENSG00000180626,0.04698683466348383,0.04698683466348383,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 594
RAB8B,ENSG00000166128,0.04688999801874161,0.04688999801874161,0.0,0.0,0.0,0.0,0.0,0.0,"RAB8B, member RAS oncogene family"
TREML1,ENSG00000161911,0.046886658787458305,0.033946635149833225,0.0,0.0,0.0,0.0,0.0384,0.0,triggering receptor expressed on myeloid cells like 1
NEFM,ENSG00000104722,0.04678957458927377,0.0,0.0,0.0,0.0,0.012845246202900042,0.04357826303854876,0.0,neurofilament medium
CBLC,ENSG00000142273,0.04672457317487482,0.04672457317487482,0.0,0.0,0.0,0.0,0.0,0.0,Cbl proto-oncogene C
GPNMB,ENSG00000136235,0.04672444547148294,0.0,0.0,0.0,0.0,0.009697781885931726,0.044300000000000006,0.0,glycoprotein nmb
PPP1R10,ENSG00000204569,0.04672183884239041,0.0,0.0,0.0,0.0,0.010887355369561622,0.044000000000000004,0.0,protein phosphatase 1 regulatory subunit 10
ADGRF4,ENSG00000153294,0.04665463322049214,0.04665463322049214,0.0,0.0,0.0,0.0,0.0,0.0,adhesion G protein-coupled receptor F4
HSPB1,ENSG00000106211,0.04658319348600836,0.0,0.0,0.0,0.0,0.006553662832922341,0.04494477777777778,0.0,heat shock protein family B (small) member 1
BCLAF1,ENSG00000029363,0.04656589158826507,0.043096890673041344,0.0,0.0,0.0,0.013876003660894896,0.0,0.0,BCL2 associated transcription factor 1
NXT1,ENSG00000132661,0.046563319861888885,0.046563319861888885,0.0,0.0,0.0,0.0,0.0,0.0,nuclear transport factor 2 like export factor 1
NAMPT,ENSG00000105835,0.0465398767561283,0.0,0.0,0.0,0.0,0.014537284802290927,0.042905555555555565,0.0,nicotinamide phosphoribosyltransferase
RPL17,ENSG00000265681,0.04652688376282653,0.025574201717972755,0.0,0.0,0.0,0.0,0.04013333333333334,0.0,ribosomal protein L17
NOTCH4,ENSG00000204301,0.0465154347632546,0.008461739053018391,0.0,0.0,0.0,0.0,0.0444,0.0,notch receptor 4
FAM107B,ENSG00000065809,0.04646639622322211,0.0,0.0,0.0,0.0,0.04646639622322211,0.0,0.0,family with sequence similarity 107 member B
MAP2K1,ENSG00000169032,0.046423974521109176,0.0,0.0,0.0,0.0,0.014318120306658947,0.04284444444444444,0.0,mitogen-activated protein kinase kinase 1
APPL1,ENSG00000157500,0.04640968571305275,0.030838742852211,0.0,0.0,0.0,0.0,0.0387,0.0,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
HYLS1,ENSG00000198331,0.04629334822012489,0.0,0.0,0.0,0.0,0.012373392880499516,0.04320000000000001,0.0,HYLS1 centriolar and ciliogenesis associated
OPTN,ENSG00000123240,0.046213150455995694,0.0,0.0,0.0,0.0,0.02233423092680236,0.0406295927242951,0.0,optineurin
APEX1,ENSG00000100823,0.04620018666066629,0.0,0.0,0.0,0.0,0.006694107186882825,0.044526659863945585,0.0,apurinic/apyrimidinic endodeoxyribonuclease 1
ANGPT1,ENSG00000154188,0.04619431767613289,0.0,0.0,0.0,0.0,0.01699949292675379,0.041944444444444444,0.0,angiopoietin 1
NAE1,ENSG00000159593,0.04613027628422987,0.0,0.0,0.0,0.0,0.012876660692474994,0.042911111111111115,0.0,NEDD8 activating enzyme E1 subunit 1
NOTCH3,ENSG00000074181,0.046064914178422886,0.0,0.0,0.0,0.0,0.0028374344914693355,0.04535555555555555,0.0,notch receptor 3
FBXO8,ENSG00000164117,0.0459878034889698,0.0459878034889698,0.0,0.0,0.0,0.0,0.0,0.0,F-box protein 8
GLRA3,ENSG00000145451,0.0459878034889698,0.0459878034889698,0.0,0.0,0.0,0.0,0.0,0.0,glycine receptor alpha 3
EZR,ENSG00000092820,0.04594534953358362,0.0,0.0,0.0,0.0,0.03844534953358362,0.03,0.0,ezrin
STX1B,ENSG00000099365,0.045808711616694926,0.04220871161669493,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,syntaxin 1B
ZFHX3,ENSG00000140836,0.0457754043668868,0.0,0.0,0.0,0.0,0.0414754043668868,0.0172,0.0,zinc finger homeobox 3
DLD,ENSG00000091140,0.045765650727548735,0.0,0.0,0.0,0.0,0.027603047354639382,0.038864888888888886,0.0,dihydrolipoamide dehydrogenase
CXCR4,ENSG00000121966,0.045763966182678736,0.0,0.0,0.0,0.0,0.020351864730714948,0.040676,0.0,C-X-C motif chemokine receptor 4
MLIP,ENSG00000146147,0.04568704657662213,0.0,0.0,0.0,0.0,0.03733426879884435,0.03341111111111111,0.0,muscular LMNA interacting protein
NEFH,ENSG00000100285,0.04563593503618485,0.0,0.0,0.0,0.0,0.00997081270709765,0.043143231859410436,0.0,neurofilament heavy
MS4A7,ENSG00000166927,0.045618015635394006,0.045618015635394006,0.0,0.0,0.0,0.0,0.0,0.0,membrane spanning 4-domains A7
TNC,ENSG00000041982,0.04549786218386022,0.0,0.0,0.0,0.0,0.0031470042909964215,0.04471111111111111,0.0,tenascin C
TDO2,ENSG00000151790,0.04548014613676501,0.0,0.0,0.0,0.0,0.005653917880393357,0.04406666666666667,0.0,"tryptophan 2,3-dioxygenase"
PRDX6,ENSG00000117592,0.04532873188492771,0.0,0.0,0.0,0.0,0.019937149761933066,0.04034444444444445,0.0,peroxiredoxin 6
TCERG1,ENSG00000113649,0.04530142992734909,0.04530142992734909,0.0,0.0,0.0,0.0,0.0,0.0,transcription elongation regulator 1
IQCA1,ENSG00000132321,0.04524104344330526,0.0,0.0,0.0,0.0,0.04524104344330526,0.0,0.0,IQ motif containing with AAA domain 1
NIPSNAP3B,ENSG00000165028,0.04523964614876687,0.044496119022369385,0.0,0.0,0.0,0.002974108505589927,0.0,0.0,nipsnap homolog 3B
BCAP31,ENSG00000185825,0.0451996723880497,0.0,0.0,0.0,0.0,0.009598689552198773,0.042800000000000005,0.0,B cell receptor associated protein 31
ATP5F1C,ENSG00000165629,0.045192300214533444,0.01879316009581089,0.0,0.0,0.0,0.038894010190580725,0.014400000000000003,0.0,ATP synthase F1 subunit gamma
RACK1,ENSG00000204628,0.04510368568484432,0.0,0.0,0.0,0.0,0.00927029829493281,0.042786111111111115,0.0,receptor for activated C kinase 1
ESCO2,ENSG00000171320,0.044934502430495196,0.0413345024304952,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,establishment of sister chromatid cohesion N-acetyltransferase 2
MSRB3,ENSG00000174099,0.04486141633353814,0.0,0.0,0.0,0.0,0.024156776445263636,0.03882222222222223,0.0,methionine sulfoxide reductase B3
CASP7,ENSG00000165806,0.044849873394118465,0.0,0.0,0.0,0.0,0.017977271354251655,0.040355555555555554,0.0,caspase 7
GALC,ENSG00000054983,0.044772400414609406,0.0,0.0,0.0,0.0,0.015889601658437606,0.0408,0.0,galactosylceramidase
FMR1,ENSG00000102081,0.04458238597481807,0.0,0.0,0.0,0.0,0.015824636869793806,0.04062622675736962,0.0,FMRP translational regulator 1
ANXA5,ENSG00000164111,0.04457069256041665,0.0,0.0,0.0,0.0,0.008572482259807192,0.042427571995464854,0.0,annexin A5
ST8SIA3,ENSG00000177511,0.04454758372289939,0.042303916066884995,0.0,0.0,0.0,0.00897467062405757,0.0,0.0,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
GAD1,ENSG00000128683,0.04453220786399466,0.0,0.0,0.0,0.0,0.013060762229500847,0.04126701730661945,0.0,glutamate decarboxylase 1
AP2A2,ENSG00000183020,0.04449068219029487,0.0,0.0,0.0,0.0,0.00934050653895728,0.04215555555555555,0.0,adaptor related protein complex 2 subunit alpha 2
EGR1,ENSG00000120738,0.04446691604734712,0.0,0.0,0.0,0.0,0.006379664189388483,0.042872,0.0,early growth response 1
APOA2,ENSG00000158874,0.04445344357043505,0.03810344357043505,0.0,0.0,0.0,0.0,0.025400000000000006,0.0,apolipoprotein A2
CHCHD10,ENSG00000250479,0.04445119634239268,0.0,0.0,0.0,0.0,0.020204785369570696,0.039400000000000004,0.0,coiled-coil-helix-coiled-coil-helix domain containing 10
GPER1,ENSG00000164850,0.044434677350015925,0.0,0.0,0.0,0.0,0.009827598288952567,0.04197777777777778,0.0,G protein-coupled estrogen receptor 1
ENSA,ENSG00000143420,0.044312235309407456,0.0,0.0,0.0,0.0,0.006582274570963143,0.04266666666666667,0.0,endosulfine alpha
SLC30A1,ENSG00000170385,0.04426094260809943,0.0,0.0,0.0,0.0,0.005443770432397715,0.0429,0.0,solute carrier family 30 member 1
SLC16A9,ENSG00000165449,0.04422993259123286,0.03749331081754225,0.0,0.0,0.0,0.027167347025150966,0.0,0.0,solute carrier family 16 member 9
SMC3,ENSG00000108055,0.044217937487915304,0.0,0.0,0.0,0.0,0.03971793748791531,0.018000000000000002,0.0,structural maintenance of chromosomes 3
MTHFD1,ENSG00000100714,0.04417352372480288,0.0,0.0,0.0,0.0,0.019094094899211517,0.0394,0.0,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
ANK3,ENSG00000151150,0.04414388301107618,0.03578832745552063,0.0,0.0,0.0,0.0,0.03342222222222222,0.0,ankyrin 3
GPI,ENSG00000105220,0.04413674110871032,0.0,0.0,0.0,0.0,0.03789182727651077,0.02497965532879819,0.0,glucose-6-phosphate isomerase
MGLL,ENSG00000074416,0.04407904082368214,0.0,0.0,0.0,0.0,0.006359222251644692,0.04248923526077097,0.0,monoglyceride lipase
CCDC88A,ENSG00000115355,0.043953527710316576,0.0,0.0,0.0,0.0,0.027014110841266276,0.037200000000000004,0.0,coiled-coil domain containing 88A
EEF2K,ENSG00000103319,0.04394239950992936,0.02180991694331169,0.0,0.0,0.0,0.015209282466912884,0.036800000000000006,0.0,eukaryotic elongation factor 2 kinase
CDH13,ENSG00000140945,0.04387214181289855,0.0010885672515942052,0.0,0.0,0.0,0.0,0.0436,0.0,cadherin 13
PIKFYVE,ENSG00000115020,0.04384294738379607,0.0,0.0,0.0,0.0,0.009071789535184284,0.041575,0.0,"phosphoinositide kinase, FYVE-type zinc finger containing"
PNN,ENSG00000100941,0.04383994438435686,0.0,0.0,0.0,0.0,0.00962182498282868,0.04143448813864969,0.0,"pinin, desmosome associated protein"
TTPA,ENSG00000137561,0.043654103951983984,0.03836521506309509,0.0,0.0,0.0,0.0,0.021155555555555556,0.0,alpha tocopherol transfer protein
ERLIN2,ENSG00000147475,0.043574304820018804,0.03949848189949989,0.0,0.0,0.0,0.016303291682075643,0.0,0.0,ER lipid raft associated 2
ITSN1,ENSG00000205726,0.043533740868986336,0.0,0.0,0.0,0.0,0.013619407920389764,0.040128888888888894,0.0,intersectin 1
CMIP,ENSG00000153815,0.0435156213877467,0.0407022163271904,0.0,0.0,0.0,0.011253620242225204,0.0,0.0,c-Maf inducing protein
PPP2R2B,ENSG00000156475,0.04341936166227112,0.02941839210689068,0.0,0.0,0.0,0.011382872719936116,0.0348,0.0,protein phosphatase 2 regulatory subunit Bbeta
SLC5A11,ENSG00000158865,0.04339045286178589,0.04339045286178589,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 5 member 11
ATF6,ENSG00000118217,0.04326885518885759,0.0,0.0,0.0,0.0,0.010375420755430347,0.040675,0.0,activating transcription factor 6
CALCOCO2,ENSG00000136436,0.04321184218582511,0.016779368743300438,0.0,0.0,0.0,0.0,0.039017,0.0,calcium binding and coiled-coil domain 2
NDUFAB1,ENSG00000004779,0.04316967097634177,0.0,0.0,0.0,0.0,0.02307868390536707,0.0374,0.0,NADH:ubiquinone oxidoreductase subunit AB1
PYCARD,ENSG00000103490,0.043163878083601594,0.030255512334406376,0.0,0.0,0.0,0.0,0.0356,0.0,PYD and CARD domain containing
NCALD,ENSG00000104490,0.04307703227808401,0.0,0.0,0.0,0.0,0.03867703227808401,0.0176,0.0,neurocalcin delta
SERPINF1,ENSG00000132386,0.04299843665387568,0.0,0.0,0.0,0.0,0.02103819105994717,0.037738888888888884,0.0,serpin family F member 1
KAT2B,ENSG00000114166,0.04299289282507546,0.0,0.0,0.0,0.0,0.025127126855857388,0.03671111111111111,0.0,lysine acetyltransferase 2B
CA4,ENSG00000167434,0.04296379625519689,0.0,0.0,0.0,0.0,0.005343590809952851,0.041627898552708674,0.0,carbonic anhydrase 4
AC245297.2,ENSG00000272755,0.04285257124748634,0.0,0.0,0.0,0.0,0.04285257124748634,0.0,0.0,novel transcript
AAK1,ENSG00000115977,0.042852365156863303,0.0,0.0,0.0,0.0,0.02100946062745321,0.0376,0.0,AP2 associated kinase 1
PTCD1,ENSG00000106246,0.042839831493715036,0.0,0.0,0.0,0.0,0.016559325974860123,0.038700000000000005,0.0,pentatricopeptide repeat domain 1
AC091959.3,ENSG00000275740,0.0428280383348465,0.0428280383348465,0.0,0.0,0.0,0.0,0.0,0.0,novel readthrough transcript
LRP10,ENSG00000197324,0.042780888841367944,0.0,0.0,0.0,0.0,0.015923555365471777,0.0388,0.0,LDL receptor related protein 10
SELENOM,ENSG00000198832,0.04275568405601145,0.0,0.0,0.0,0.0,0.02007829177960132,0.037736111111111116,0.0,selenoprotein M
STMN2,ENSG00000104435,0.04274289764493451,0.0,0.0,0.0,0.0,0.018393812801960268,0.038144444444444446,0.0,stathmin 2
CALD1,ENSG00000122786,0.042717208917281174,0.0,0.0,0.0,0.0,0.0292688356691247,0.0354,0.0,caldesmon 1
LIFR,ENSG00000113594,0.04261259831660112,0.0,0.0,0.0,0.0,0.0232503932664045,0.0368,0.0,LIF receptor subunit alpha
SC5D,ENSG00000109929,0.04258064852665281,0.04258064852665281,0.0,0.0,0.0,0.0,0.0,0.0,sterol-C5-desaturase
PHB,ENSG00000167085,0.04254571124406325,0.02877173386514187,0.0,0.0,0.0,0.0,0.03535277777777778,0.0,prohibitin
SCRN1,ENSG00000136193,0.04253155498637517,0.0,0.0,0.0,0.0,0.011726219945500663,0.0396,0.0,secernin 1
B2M,ENSG00000166710,0.042494100328148404,0.0,0.0,0.0,0.0,0.019771891108512005,0.0375511275510204,0.0,beta-2-microglobulin
KLK3,ENSG00000142515,0.0424378175288206,0.012151270115282387,0.0,0.0,0.0,0.0,0.039400000000000004,0.0,kallikrein related peptidase 3
CAPS2,ENSG00000180881,0.042390657961564396,0.041548583656549454,0.0,0.0,0.0,0.003368297220059781,0.0,0.0,calcyphosine 2
REST,ENSG00000084093,0.04226635411667232,0.0009936160131745473,0.0,0.0,0.0,0.0,0.04201795011337868,0.0,RE1 silencing transcription factor
F13A1,ENSG00000124491,0.042251377189293074,0.04088786989450455,0.0,0.0,0.0,0.005454029179154111,0.0,0.0,coagulation factor XIII A chain
FCGR2B,ENSG00000072694,0.04221162175123787,0.008757598116062582,0.0,0.0,0.0,0.0,0.04002222222222222,0.0,Fc fragment of IgG receptor IIb
DUSP6,ENSG00000139318,0.042079920119209295,0.04080257564783096,0.0,0.0,0.0,0.005109377885513317,0.0,0.0,dual specificity phosphatase 6
RAC1,ENSG00000136238,0.041933594123165434,0.0188010431593284,0.0,0.0,0.0,0.0,0.037233333333333334,0.0,Rac family small GTPase 1
EEF2,ENSG00000167658,0.0418889728323439,0.0,0.0,0.0,0.0,0.0031558913293755868,0.041100000000000005,0.0,eukaryotic translation elongation factor 2
GARS1,ENSG00000106105,0.0418526973606059,0.0,0.0,0.0,0.0,0.0186107894424236,0.037200000000000004,0.0,glycyl-tRNA synthetase 1
STAG3,ENSG00000066923,0.04181705218636327,0.04181705218636327,0.0,0.0,0.0,0.0,0.0,0.0,stromal antigen 3
PALMD,ENSG00000099260,0.0417645089328289,0.0417645089328289,0.0,0.0,0.0,0.0,0.0,0.0,palmdelphin
PRKCB,ENSG00000166501,0.04175237004267166,0.011151431128382683,0.0,0.0,0.0,0.01165328855807214,0.0376,0.0,protein kinase C beta
SPARCL1,ENSG00000152583,0.04170521185122162,0.0,0.0,0.0,0.0,0.014420847404886467,0.0381,0.0,SPARC like 1
PLK2,ENSG00000145632,0.04168958141723844,0.0,0.0,0.0,0.0,0.01870277011339822,0.03701388888888889,0.0,polo like kinase 2
OGA,ENSG00000198408,0.04165977895695293,0.0,0.0,0.0,0.0,0.016605154594350937,0.03750849030836519,0.0,O-GlcNAcase
NAV2,ENSG00000166833,0.04162025255213954,0.0,0.0,0.0,0.0,0.022481010208558153,0.036,0.0,neuron navigator 2
GLIPR1L2,ENSG00000180481,0.041548583656549454,0.041548583656549454,0.0,0.0,0.0,0.0,0.0,0.0,GLIPR1 like 2
GLIPR1L1,ENSG00000173401,0.041548583656549454,0.041548583656549454,0.0,0.0,0.0,0.0,0.0,0.0,GLIPR1 like 1
AP2M1,ENSG00000161203,0.04154801726774212,0.0,0.0,0.0,0.0,0.04154801726774212,0.0,0.0,adaptor related protein complex 2 subunit mu 1
RBBP6,ENSG00000122257,0.0414621780930523,0.040519461035728455,0.0,0.0,0.0,0.003770868229295381,0.0,0.0,"RB binding protein 6, ubiquitin ligase"
NEUROD6,ENSG00000164600,0.041396715982555794,0.03503667190670967,0.0,0.0,0.0,0.006840396682615097,0.0224,0.0,neuronal differentiation 6
KLF4,ENSG00000136826,0.04134513169025449,0.0,0.0,0.0,0.0,0.022980526761017982,0.0356,0.0,Kruppel like factor 4
SLC1A1,ENSG00000106688,0.04133058164060501,0.0,0.0,0.0,0.0,0.013144548784642286,0.03804444444444444,0.0,solute carrier family 1 member 1
UCP1,ENSG00000109424,0.041107393938385785,0.024974020197987556,0.0,0.0,0.0,0.0,0.034863888888888896,0.0,uncoupling protein 1
SLC17A6,ENSG00000091664,0.041075152620410234,0.0,0.0,0.0,0.0,0.013100610481640938,0.0378,0.0,solute carrier family 17 member 6
GLS2,ENSG00000135423,0.04098860037635085,0.0,0.0,0.0,0.0,0.027954401505403396,0.034,0.0,glutaminase 2
NIPSNAP3A,ENSG00000136783,0.040963027626276016,0.040963027626276016,0.0,0.0,0.0,0.0,0.0,0.0,nipsnap homolog 3A
DDX41,ENSG00000183258,0.04093469685218505,0.0,0.0,0.0,0.0,0.02613878740874022,0.0344,0.0,DEAD-box helicase 41
LRP1B,ENSG00000168702,0.040899548197799014,0.0029484825044999944,0.0,0.0,0.0,0.014465533900307135,0.03695555555555556,0.0,LDL receptor related protein 1B
MEF2A,ENSG00000068305,0.040812973113624466,0.0,0.0,0.0,0.0,0.011167892454497872,0.038021,0.0,myocyte enhancer factor 2A
PLPPR5,ENSG00000117598,0.040763793066903385,0.03995487093925476,0.0,0.0,0.0,0.003235688510594508,0.0,0.0,phospholipid phosphatase related 5
PLPPR4,ENSG00000117600,0.04068391551820305,0.03995487093925476,0.0,0.0,0.0,0.0029161783157931626,0.0,0.0,phospholipid phosphatase related 4
NRBF2,ENSG00000148572,0.040671198101167524,0.0,0.0,0.0,0.0,0.007884792404670117,0.0387,0.0,nuclear receptor binding factor 2
SHANK3,ENSG00000251322,0.04065220639806613,0.0,0.0,0.0,0.0,0.005675492258931188,0.039233333333333335,0.0,SH3 and multiple ankyrin repeat domains 3
ARHGEF40,ENSG00000165801,0.04062192756052838,0.0,0.0,0.0,0.0,0.04062192756052838,0.0,0.0,Rho guanine nucleotide exchange factor 40
MOBP,ENSG00000168314,0.04054379054127173,0.0,0.0,0.0,0.0,0.02617516216508692,0.034,0.0,myelin associated oligodendrocyte basic protein
TMEM191C,ENSG00000206140,0.040425706654787064,0.040425706654787064,0.0,0.0,0.0,0.0,0.0,0.0,transmembrane protein 191C
IKBKB,ENSG00000104365,0.04038763325817896,0.0,0.0,0.0,0.0,0.015150533032715791,0.03660000000000001,0.0,inhibitor of nuclear factor kappa B kinase subunit beta
GLIPR1,ENSG00000139278,0.04031550047788634,0.037968363612890244,0.0,0.0,0.0,0.009388547459984381,0.0,0.0,GLI pathogenesis related 1
CHST10,ENSG00000115526,0.040218621492385864,0.040218621492385864,0.0,0.0,0.0,0.0,0.0,0.0,carbohydrate sulfotransferase 10
STAT1,ENSG00000115415,0.04013836122106983,0.0,0.0,0.0,0.0,0.008375667106501563,0.03804444444444444,0.0,signal transducer and activator of transcription 1
TNFRSF10B,ENSG00000120889,0.040112273314606185,0.0,0.0,0.0,0.0,0.023649093258424746,0.0342,0.0,TNF receptor superfamily member 10b
NAP1L1,ENSG00000187109,0.04010134342239755,0.037888288497924805,0.0,0.0,0.0,0.00885221969789099,0.0,0.0,nucleosome assembly protein 1 like 1
AMPH,ENSG00000078053,0.040076717896636374,0.0,0.0,0.0,0.0,0.034276717896636374,0.023200000000000002,0.0,amphiphysin
ARPP19,ENSG00000128989,0.0400719120399345,0.0,0.0,0.0,0.0,0.013087648159738015,0.0368,0.0,cAMP regulated phosphoprotein 19
YAP1,ENSG00000137693,0.04006961738990279,0.0,0.0,0.0,0.0,0.03286961738990279,0.028800000000000006,0.0,Yes1 associated transcriptional regulator
IRF2BP2,ENSG00000168264,0.04006176925927957,0.0,0.0,0.0,0.0,0.04006176925927957,0.0,0.0,interferon regulatory factor 2 binding protein 2
PHYHIPL,ENSG00000165443,0.04005247558511071,0.037393923848867416,0.0,0.0,0.0,0.010634206944973162,0.0,0.0,phytanoyl-CoA 2-hydroxylase interacting protein like
MEGF10,ENSG00000145794,0.04003811960344139,0.0,0.0,0.0,0.0,0.03583811960344139,0.016800000000000002,0.0,multiple EGF like domains 10
RPS27L,ENSG00000185088,0.04002656787633896,0.04002656787633896,0.0,0.0,0.0,0.0,0.0,0.0,ribosomal protein S27 like
SLC7A2,ENSG00000003989,0.04001360818478149,0.0,0.0,0.0,0.0,0.04001360818478149,0.0,0.0,solute carrier family 7 member 2
FRRS1,ENSG00000156869,0.03995487093925476,0.03995487093925476,0.0,0.0,0.0,0.0,0.0,0.0,ferric chelate reductase 1
NRCAM,ENSG00000091129,0.03991612702987931,0.0,0.0,0.0,0.0,0.013664508119517253,0.0365,0.0,neuronal cell adhesion molecule
